"AB_category"	"category_description"	"gene"	"gene_description"
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACC-3"	"ACC-3 is a beta-lactamase found in Hafnia alvei"
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACC-4"	"ACC-4 is a beta-lactamase found in Escherichia coli"
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACC-5"	"ACC-5 is a beta-lactamase. From the Lahey list of ACC beta-lactamases. It is detected among Gram-negative bacteria isolates (Gamma- and Alpha-proteobacteria) from urban water sources."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-1"	"ACT-1 is a beta-lactamase found in Klebsiella pneumoniae"
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-2"	"ACT-2 is a beta-lactamase found in Klebsiella pneumoniae"
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-3"	"ACT-3 is a beta-lactamase found in Klebsiella pneumoniae"
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-5"	"ACT-5 is a beta-lactamase found in Escherichia coli"
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-6"	"ACT-6 is a beta-lactamase found in Klebsiella pneumoniae"
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-9"	"ACT-9 is a beta-lactamase found in Pantoea agglomerans"
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-16"	"ACT-16 is a beta-lactamase found in Enterobacteriaceae"
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-23"	"ACT-23 is a beta-lactamase found in Escherichia coli"
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-4"	"ACT-4 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-7"	"ACT-7 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-10"	"ACT-10 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-12"	"ACT-12 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-13"	"ACT-13 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-14"	"ACT-14 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-15"	"ACT-15 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-17"	"ACT-17 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-18"	"ACT-18 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-19"	"ACT-19 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-20"	"ACT-20 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-21"	"ACT-21 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-22"	"ACT-22 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-24"	"ACT-24 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-25"	"ACT-25 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-27"	"ACT-27 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
"beta-lactam"	"Beta-lactam antibiotics are a broad class of antibiotics that include penams (penicillin derivatives), cephems (cephalosporins), monobactams, and carbapenems. These antibiotic agents contain a beta-lactam nucleus in its molecular structure. They are the most widely-used group of antibiotics."	"ACT-28"	"ACT-28 is a beta-lactamase. From the Lahey list of ACT beta-lactamases."
