"AB_category"	"category_description"	"gene"	"gene_description"
"Acridine"	""	"adeK"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detregents such as sodium dodecyl sulfate."
"Azin"	""	"adeK"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detregents such as sodium dodecyl sulfate."
"Xanthene"	""	"adeK"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detregents such as sodium dodecyl sulfate."
"Organo-sulfate"	""	"adeK"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detregents such as sodium dodecyl sulfate."
"Acridine"	""	"adeJ"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate."
"Azin"	""	"adeJ"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate."
"Xanthene"	""	"adeJ"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate."
"Organo-sulfate"	""	"adeJ"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate."
"Acridine"	""	"smfY"	"Multidrug efflux pump SmfY"
"Diamidine"	""	"smfY"	"Multidrug efflux pump SmfY"
"Phenanthridine"	""	"smfY"	"Multidrug efflux pump SmfY"
"Quaternary Ammonium Compounds (QACs)"	""	"smfY"	"Multidrug efflux pump SmfY"
"Paraquat"	""	"smfY"	"Multidrug efflux pump SmfY"
"Quaternary Ammonium Compounds (QACs)"	""	"vmeB"	"Inner membrane protein VmeB"
"Acridine"	""	"vmeB"	"Inner membrane protein VmeB"
"Xanthene"	""	"vmeB"	"Inner membrane protein VmeB"
"Triarylmethane"	""	"vmeB"	"Inner membrane protein VmeB"
"Phenanthridine"	""	"vmeB"	"Inner membrane protein VmeB"
"Organo-sulfate"	""	"vmeB"	"Inner membrane protein VmeB"
"Acid"	""	"vmeB"	"Inner membrane protein VmeB"
"Quaternary Ammonium Compounds (QACs)"	""	"vmeA"	"Membrane fusion protein VmeA"
"Acridine"	""	"vmeA"	"Membrane fusion protein VmeA"
"Xanthene"	""	"vmeA"	"Membrane fusion protein VmeA"
"Triarylmethane"	""	"vmeA"	"Membrane fusion protein VmeA"
"Phenanthridine"	""	"vmeA"	"Membrane fusion protein VmeA"
"Organo-sulfate"	""	"vmeA"	"Membrane fusion protein VmeA"
"Acid"	""	"vmeA"	"Membrane fusion protein VmeA"
"Organo-sulfate"	""	"adeH"	"Putative RND family drug transporter AdeH; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Phenanthridine"	""	"adeH"	"Putative RND family drug transporter AdeH; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Azin"	""	"adeH"	"Putative RND family drug transporter AdeH; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Acridine"	""	"adeH"	"Putative RND family drug transporter AdeH; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Organo-sulfate"	""	"adeG"	"Cation/multidrug efflux pump AdeG; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Phenanthridine"	""	"adeG"	"Cation/multidrug efflux pump AdeG; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Azin"	""	"adeG"	"Cation/multidrug efflux pump AdeG; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Acridine"	""	"adeG"	"Cation/multidrug efflux pump AdeG; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Organo-sulfate"	""	"adeF"	"Putative RND family drug transporter AdeF; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Phenanthridine"	""	"adeF"	"Putative RND family drug transporter AdeF; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Azin"	""	"adeF"	"Putative RND family drug transporter AdeF; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Acridine"	""	"adeF"	"Putative RND family drug transporter AdeF; Part of AdeFGH efflux system. Confers resistance to antibiotics such as tetracyclines, chloramphenicol, fluoroquinolones, trimethoprim and other antibacterial biocides such as dyes, anionic detergents."
"Quaternary Ammonium Compounds (QACs)"	""	"abeS"	"Disinfectant resistance protein abeS. It can confer resistance to antibiotics such as erythromycin, novomycin, amikacin, ciprofloxacin, norfloxacin, tetracycline, trimethoporin and dyes, QACs etc. "
"Phenanthridine"	""	"abeS"	"Disinfectant resistance protein abeS. It can confer resistance to antibiotics such as erythromycin, novomycin, amikacin, ciprofloxacin, norfloxacin, tetracycline, trimethoporin and dyes, QACs etc. "
"Acridine"	""	"abeS"	"Disinfectant resistance protein abeS. It can confer resistance to antibiotics such as erythromycin, novomycin, amikacin, ciprofloxacin, norfloxacin, tetracycline, trimethoporin and dyes, QACs etc. "
"Biguanides"	""	"abeS"	"Disinfectant resistance protein abeS. It can confer resistance to antibiotics such as erythromycin, novomycin, amikacin, ciprofloxacin, norfloxacin, tetracycline, trimethoporin and dyes, QACs etc. "
"Xanthene"	""	"abeS"	"Disinfectant resistance protein abeS. It can confer resistance to antibiotics such as erythromycin, novomycin, amikacin, ciprofloxacin, norfloxacin, tetracycline, trimethoporin and dyes, QACs etc. "
"Paraquat"	""	"abeS"	"Disinfectant resistance protein abeS. It can confer resistance to antibiotics such as erythromycin, novomycin, amikacin, ciprofloxacin, norfloxacin, tetracycline, trimethoporin and dyes, QACs etc. "
"Diamindine"	""	"abeS"	"Disinfectant resistance protein abeS. It can confer resistance to antibiotics such as erythromycin, novomycin, amikacin, ciprofloxacin, norfloxacin, tetracycline, trimethoporin and dyes, QACs etc. "
"Organo-sulfate"	""	"abeS"	"Disinfectant resistance protein abeS. It can confer resistance to antibiotics such as erythromycin, novomycin, amikacin, ciprofloxacin, norfloxacin, tetracycline, trimethoporin and dyes, QACs etc. "
"Acid"	""	"abeS"	"Disinfectant resistance protein abeS. It can confer resistance to antibiotics such as erythromycin, novomycin, amikacin, ciprofloxacin, norfloxacin, tetracycline, trimethoporin and dyes, QACs etc. "
"Triarylmethane"	""	"abeS"	"Disinfectant resistance protein abeS. It can confer resistance to antibiotics such as erythromycin, novomycin, amikacin, ciprofloxacin, norfloxacin, tetracycline, trimethoporin and dyes, QACs etc. "
"Acridine"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Azin"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Xanthene"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Organo-sulfate"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Quaternary Ammonium Compounds (QACs)"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Biguanides"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Triarylmethane"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Diamidine"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Acid"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Phenanthridine"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Paraquat"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"QAC-Glutaraldehyde"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Peroxysulfate"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
"Phenyl"	""	"adeI"	"Part of AdeIJK MDR pump. Contributes to resistance to beta-lactams, chloramphenicol, tetracycline, erythromycin, lincosamides, fluoroquinolines, fusidic acid, tigecycline, novobiocin, rifampin, trimethoprim and dyes such as acridine, safranin, pyronin, and anionic detergents such as sodium dodecyl sulfate. "
